,time,article_id,sentiment_score,sentiment_label,confidence,model_used
0,2025-11-05 17:15:11+00:00,1,-0.5953954458236694,negative,0.791161060333252,finbert
1,2025-11-05 17:15:01+00:00,2,0.008928399533033371,neutral,0.8676785826683044,finbert
2,2025-11-04 17:11:33+00:00,35,-0.00014274194836616516,neutral,0.9467133283615112,finbert
3,2025-11-04 17:10:11+00:00,36,-0.009571647271513939,neutral,0.9526776671409607,finbert
4,2025-11-04 17:03:24+00:00,37,-0.1562184989452362,neutral,0.7755630016326904,finbert
5,2025-11-04 17:00:55+00:00,38,-0.6068717837333679,negative,0.8000186681747437,finbert
6,2025-11-04 16:58:46+00:00,39,-0.10835312306880951,neutral,0.8618505001068115,finbert
7,2025-11-04 16:37:32+00:00,40,0.5327602624893188,positive,0.5638722777366638,finbert
8,2025-11-04 16:37:27+00:00,41,-0.5875307321548462,negative,0.7874758243560791,finbert
9,2025-11-04 16:37:07+00:00,42,0.003652811050415039,neutral,0.9728236794471741,finbert
10,2025-11-04 16:31:47+00:00,43,-0.004722259938716888,neutral,0.9634988307952881,finbert
11,2025-11-04 16:30:48+00:00,44,-0.07444724440574646,negative,0.531928300857544,finbert
12,2025-11-04 16:25:41+00:00,45,-0.14864230155944824,neutral,0.7817174196243286,finbert
13,2025-11-04 16:25:38+00:00,46,0.0021346434950828552,neutral,0.9582543969154358,finbert
14,2025-11-04 16:17:20+00:00,47,0.9160385727882385,positive,0.9496380686759949,finbert
15,2025-11-04 16:16:13+00:00,48,0.00961509719491005,neutral,0.974223256111145,finbert
16,2025-11-04 16:03:04+00:00,49,-0.820793867111206,negative,0.8804117441177368,finbert
17,2025-11-04 16:00:54+00:00,50,0.519702672958374,positive,0.7375169992446899,finbert
18,2025-11-04 16:00:40+00:00,51,0.4475172758102417,positive,0.6094962954521179,finbert
19,2025-11-04 16:00:00+00:00,52,-0.17013660073280334,negative,0.5795723795890808,finbert
20,2025-11-04 15:52:30+00:00,53,-0.36628252267837524,neutral,0.5232523083686829,finbert
21,2025-11-04 15:52:18+00:00,54,-0.40797433257102966,negative,0.6993619203567505,finbert
22,2025-11-04 15:45:17+00:00,55,0.04390273243188858,neutral,0.93326336145401,finbert
23,2025-11-04 15:43:32+00:00,56,-0.5000097751617432,negative,0.745703399181366,finbert
24,2025-11-04 15:42:08+00:00,57,-0.008789989165961742,neutral,0.9718074798583984,finbert
25,2025-11-04 15:41:26+00:00,58,0.016248848289251328,neutral,0.9677088260650635,finbert
26,2025-11-04 15:20:08+00:00,59,0.005555302836000919,neutral,0.9725727438926697,finbert
27,2025-11-04 15:19:44+00:00,60,0.013148019090294838,neutral,0.9705091118812561,finbert
28,2025-11-04 15:00:36+00:00,61,0.864829957485199,positive,0.9111807346343994,finbert
29,2025-11-04 14:58:47+00:00,62,-0.89485102891922,negative,0.9149565696716309,finbert
30,2025-11-04 14:57:33+00:00,63,-0.9124109148979187,negative,0.946967363357544,finbert
31,2025-11-04 14:46:26+00:00,64,0.8984028100967407,positive,0.9327225089073181,finbert
32,2025-11-04 14:46:25+00:00,65,0.011438630521297455,neutral,0.974733829498291,finbert
33,2025-11-04 14:40:53+00:00,66,-0.1989072561264038,negative,0.5908746719360352,finbert
34,2025-11-04 14:33:00+00:00,67,-0.712982177734375,negative,0.8527665138244629,finbert
35,2025-11-04 14:24:20+00:00,68,-0.9255314469337463,negative,0.953068196773529,finbert
36,2025-11-04 14:17:45+00:00,69,-0.1400986611843109,neutral,0.7275657653808594,finbert
37,2025-11-04 14:16:05+00:00,70,0.8865391612052917,positive,0.918140172958374,finbert
38,2025-11-04 14:15:37+00:00,71,-0.878632664680481,negative,0.9341291785240173,finbert
39,2025-11-04 14:13:36+00:00,72,0.1882515698671341,neutral,0.7350691556930542,finbert
40,2025-11-04 14:12:32+00:00,73,-0.8875781297683716,negative,0.9340857267379761,finbert
41,2025-11-04 14:09:52+00:00,74,0.00944720208644867,neutral,0.9725404977798462,finbert
42,2025-11-04 14:07:59+00:00,75,0.869833767414093,positive,0.9270647764205933,finbert
43,2025-11-04 14:05:23+00:00,76,0.8967607617378235,positive,0.938181459903717,finbert
44,2025-11-04 14:02:04+00:00,77,0.6927192211151123,positive,0.842013955116272,finbert
45,2025-11-04 14:00:31+00:00,78,0.5503920912742615,positive,0.6178273558616638,finbert
46,2025-11-04 13:51:23+00:00,79,0.0029492145404219627,neutral,0.9738376140594482,finbert
47,2025-11-04 13:50:56+00:00,80,0.7002111673355103,positive,0.7366822957992554,finbert
48,2025-11-04 13:49:44+00:00,81,0.7771446108818054,positive,0.8838608860969543,finbert
49,2025-11-04 13:40:26+00:00,82,-0.002879299223423004,neutral,0.9615971446037292,finbert
50,2025-11-04 13:40:14+00:00,83,0.8967607617378235,positive,0.938181459903717,finbert
51,2025-11-04 13:36:26+00:00,84,-0.834090530872345,negative,0.9033392667770386,finbert
52,2025-11-05 17:10:11+00:00,3,0.3121083676815033,positive,0.6497946977615356,finbert
53,2025-11-05 17:08:25+00:00,4,0.005223022773861885,neutral,0.9715374708175659,finbert
54,2025-11-05 17:05:10+00:00,5,0.4645082950592041,positive,0.4900769591331482,finbert
55,2025-11-05 17:02:29+00:00,6,0.5533837676048279,positive,0.7709051966667175,finbert
56,2025-11-05 17:00:29+00:00,7,0.21132105588912964,positive,0.5960579514503479,finbert
57,2025-11-05 17:00:24+00:00,8,0.0251908116042614,neutral,0.8947617411613464,finbert
58,2025-11-05 17:00:12+00:00,9,0.5265895128250122,positive,0.7571298480033875,finbert
59,2025-11-05 16:58:49+00:00,10,-0.3899551331996918,negative,0.6787583827972412,finbert
60,2025-11-05 16:57:19+00:00,11,-0.014806976541876793,neutral,0.9603676795959473,finbert
61,2025-11-05 16:55:15+00:00,12,0.009063110686838627,neutral,0.9734354019165039,finbert
62,2025-11-05 16:55:11+00:00,13,0.8244531154632568,positive,0.8977169394493103,finbert
63,2025-11-05 16:52:09+00:00,14,0.7279300093650818,positive,0.8576362729072571,finbert
64,2025-11-05 16:50:16+00:00,15,0.6018854379653931,positive,0.658592164516449,finbert
65,2025-11-05 16:50:10+00:00,16,0.7300384044647217,positive,0.7857533097267151,finbert
66,2025-11-05 16:42:13+00:00,17,-0.29486140608787537,negative,0.6391710042953491,finbert
67,2025-11-05 16:38:44+00:00,18,-0.09741413593292236,negative,0.5213245153427124,finbert
68,2025-11-05 16:36:09+00:00,19,0.1752941608428955,neutral,0.7327114939689636,finbert
69,2025-11-05 16:36:04+00:00,20,0.6819547414779663,positive,0.8346987962722778,finbert
70,2025-11-05 16:35:11+00:00,21,0.6438713073730469,positive,0.689872145652771,finbert
71,2025-11-05 16:30:11+00:00,22,0.07041570544242859,neutral,0.899074137210846,finbert
72,2025-11-05 16:25:10+00:00,23,0.7029670476913452,positive,0.8453221321105957,finbert
73,2025-11-05 16:24:28+00:00,24,0.0043204547837376595,neutral,0.9647002816200256,finbert
74,2025-11-05 16:22:12+00:00,25,0.7579324841499329,positive,0.8241682648658752,finbert
75,2025-11-05 16:20:11+00:00,26,-0.3209282457828522,negative,0.650481104850769,finbert
76,2025-11-05 16:17:27+00:00,27,0.6436004638671875,positive,0.8140586018562317,finbert
77,2025-11-05 16:15:10+00:00,28,0.3869939148426056,neutral,0.5566664934158325,finbert
78,2025-11-05 16:05:10+00:00,29,0.5493566393852234,positive,0.7673964500427246,finbert
79,2025-11-05 16:00:54+00:00,30,0.003092891536653042,neutral,0.9661038517951965,finbert
80,2025-11-05 16:00:42+00:00,31,0.1282672882080078,positive,0.5095168352127075,finbert
81,2025-11-05 16:00:12+00:00,114,0.7527738213539124,positive,0.8628444075584412,finbert
82,2025-11-05 06:04:46+00:00,116,0.9081346392631531,positive,0.9327958822250366,finbert
83,2025-11-05 09:34:18+00:00,117,0.8394517302513123,positive,0.8911020159721375,finbert
84,2025-11-05 15:56:32+00:00,32,0.16297239065170288,positive,0.5524579882621765,finbert
85,2025-11-05 13:59:36+00:00,119,0.7998228073120117,positive,0.8796857595443726,finbert
86,2025-11-05 08:06:00+00:00,120,0.881119966506958,positive,0.9197456240653992,finbert
87,2025-11-05 07:15:47+00:00,121,0.405404657125473,positive,0.6870164275169373,finbert
88,2025-11-05 03:35:14+00:00,122,0.8810423016548157,positive,0.9182611107826233,finbert
89,2025-11-04 21:05:55+00:00,123,0.42267388105392456,neutral,0.49858346581459045,finbert
90,2025-11-04 21:42:31+00:00,124,0.45161721110343933,positive,0.5027117133140564,finbert
91,2025-11-04 17:43:59+00:00,125,0.10145138204097748,neutral,0.8664067387580872,finbert
92,2025-11-05 11:30:59+00:00,126,0.8868928551673889,positive,0.9299905896186829,finbert
93,2025-11-05 08:09:55+00:00,127,0.5069726705551147,positive,0.747953474521637,finbert
94,2025-11-05 08:39:09+00:00,128,0.8686031699180603,positive,0.916711688041687,finbert
95,2025-11-04 21:48:07+00:00,129,0.8829262256622314,positive,0.9309964776039124,finbert
96,2025-11-05 17:17:05+00:00,34,0.8569627404212952,positive,0.9050748348236084,finbert
97,2025-11-05 06:10:16+00:00,130,0.7464678883552551,positive,0.78311687707901,finbert
98,2025-11-05 10:57:22+00:00,131,0.8451521992683411,positive,0.894753634929657,finbert
99,2025-11-04 19:24:40+00:00,132,0.8665363192558289,positive,0.9244292974472046,finbert
100,2025-11-04 06:27:35+00:00,133,-0.03663448989391327,neutral,0.7246184945106506,finbert
101,2025-11-04 18:36:44+00:00,135,0.002241259440779686,neutral,0.9586632251739502,finbert
102,2025-11-04 19:07:23+00:00,136,0.6235066652297974,positive,0.8018257021903992,finbert
